name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,lat,lon
Kozienice 1 B5,ENEA Wytwarzanie Sp. z o.o.,,,,PL,228,Hard coal,,,,51.66506,21.46532
Kozienice 1 B6,ENEA Wytwarzanie Sp. z o.o.,,,,PL,228,Hard coal,,,,51.66506,21.46532
Kozienice 1 B7,ENEA Wytwarzanie Sp. z o.o.,,,,PL,228,Hard coal,,,,51.66506,21.46532
Kozienice 1 B8,ENEA Wytwarzanie Sp. z o.o.,,,,PL,228,Hard coal,,,,51.66506,21.46532
Kozienice 2 B09,ENEA Wytwarzanie Sp. z o.o.,,,,PL,560,Hard coal,,,,51.66256,21.45766
Kozienice 2 B10,ENEA Wytwarzanie Sp. z o.o.,,,,PL,560,Hard coal,,,,51.66256,21.45766
Kozienice 2 B11,ENEA Wytwarzanie Sp. z o.o.,,,,PL,1075,Hard coal,,,,,
Łagisza B10,TAURON Wytwarzanie S.A.,,,,PL,460,Hard coal,,,,50.34965,19.14101
Łagisza B6,TAURON Wytwarzanie S.A.,,,,PL,120,Hard coal,,,,50.34965,19.14101
Łagisza B7,TAURON Wytwarzanie S.A.,,,,PL,120,Hard coal,,,,50.34965,19.14101
Łaziska 2 B1,TAURON Wytwarzanie S.A.,,,,PL,125,Hard coal,,,,50.13236,18.84039
Łaziska 2 B2,TAURON Wytwarzanie S.A.,,,,PL,125,Hard coal,,,,50.13236,18.84039
Łaziska 3 B09,TAURON Wytwarzanie S.A.,,,,PL,230,Hard coal,,,,50.13236,18.84039
Łaziska 3 B10,TAURON Wytwarzanie S.A.,,,,PL,225,Hard coal,,,,50.13236,18.84039
Łaziska 3 B11,TAURON Wytwarzanie S.A.,,,,PL,225,Hard coal,,,,50.13236,18.84039
Łaziska 3 B12,TAURON Wytwarzanie S.A.,,,,PL,225,Hard coal,,,,50.13236,18.84039
Opole B1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,386,Hard coal,,,,50.75066,17.88729
Opole B2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,383,Hard coal,,,,50.75066,17.88729
Opole B3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,383,Hard coal,,,,50.75066,17.88729
Opole B4,PGE Górnictwo i Energetyka Konwencjonalna S.A.,,,,PL,380,Hard coal,,,,50.75066,17.88729
Ostrołęka B B01,"	ENERGA Elektrownie Ostrołęka S.A.",,,,PL,230,Hard coal,,,,53.10462,21.61312
Ostrołęka B B02,"	ENERGA Elektrownie Ostrołęka S.A.",,,,PL,230,Hard coal,,,,53.10462,21.61312
Ostrołęka B B03,"	ENERGA Elektrownie Ostrołęka S.A.",,,,PL,230,Hard coal,,,,53.10462,21.61312
Pątnów 1 B1,"	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,222,Lignite,,,,52.3024,18.23807
Pątnów 1 B2,"	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,222,Lignite,,,,52.3024,18.23807
Pątnów 1 B3,"	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,52.3024,18.23807
Pątnów 1 B4,"	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,52.3024,18.23807
Pątnów 1 B5,"	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,52.3024,18.23807
Pątnów 1 B6,"	Zespół Elektrowni Pątnów-Adamów-Konin S.A.",,,,PL,200,Lignite,,,,52.3024,18.23807
Pątnów 2 B9,Elektrownia Pątnów II Sp. z o.o.,,,,PL,474,Lignite,,,,52.3024,18.23807
Połaniec B1,ENEA Elektrownia Połaniec S.A.,,,,PL,225,Hard coal,,,,50.43534,21.33674
Połaniec B2,ENEA Elektrownia Połaniec S.A.,,,,PL,242,Hard coal,,,,50.43534,21.33674
Połaniec B3,ENEA Elektrownia Połaniec S.A.,,,,PL,242,Hard coal,,,,50.43534,21.33674
Połaniec B4,ENEA Elektrownia Połaniec S.A.,,,,PL,242,Hard coal,,,,50.43534,21.33674
Połaniec B5,ENEA Elektrownia Połaniec S.A.,,,,PL,225,Hard coal,,,,50.43534,21.33674
Połaniec B6,ENEA Elektrownia Połaniec S.A.,,,,PL,242,Hard coal,,,,50.43534,21.33674
Połaniec B7,ENEA Elektrownia Połaniec S.A.,,,,PL,239,Hard coal,,,,50.43534,21.33674
Porąbka Żar H1,PGE Energia Odnawialna S.A.,,,,PL,135,Hydro,Pumped storage,,,49.77957,19.212
Porąbka Żar H2,PGE Energia Odnawialna S.A.,,,,PL,135,Hydro,Pumped storage,,,49.77957,19.212
Porąbka Żar H3,PGE Energia Odnawialna S.A.,,,,PL,135,Hydro,Pumped storage,,,49.77957,19.212
Porąbka Żar H4,PGE Energia Odnawialna S.A.,,,,PL,135,Hydro,Pumped storage,,,49.77957,19.212
Rybnik B1, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Rybnik B2, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Rybnik B3, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Rybnik B4, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Rybnik B5, PGE Energia Ciepła S.A.,,,,PL,215,Hard coal,,,,50.1317,18.52045
Rybnik B6, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Rybnik B7, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Rybnik B8, PGE Energia Ciepła S.A.,,,,PL,225,Hard coal,,,,50.1317,18.52045
Siersza B1,TAURON Wytwarzanie S.A.,,,,PL,153,Hard coal,,,,50.20761,19.46145
Siersza B2,TAURON Wytwarzanie S.A.,,,,PL,153,Hard coal,,,,50.20761,19.46145
Siersza B3,TAURON Wytwarzanie S.A.,,,,PL,123,Hard coal,,,,50.20761,19.46145
Siersza B6,TAURON Wytwarzanie S.A.,,,,PL,128,Hard coal,,,,50.20761,19.46145
Solina H1,"	PGE Energia Odnawialna S.A.",,,,PL,68,Hydro,Pumped storage,,,,
Solina H2,"	PGE Energia Odnawialna S.A.",,,,PL,68,Hydro,Pumped storage,,,,
Solina H3,"	PGE Energia Odnawialna S.A.",,,,PL,31,Hydro,Pumped storage,,,,
Solina H4,"	PGE Energia Odnawialna S.A.",,,,PL,31,Hydro,Pumped storage,,,,
Stalowa Wola 3 B7,TAURON Wytwarzanie S.A.,,,,PL,125,Hard coal,,,,50.55071,22.07761
Stalowa Wola 3 B8,TAURON Wytwarzanie S.A.,,,,PL,125,Hard coal,,,,50.55071,22.07761
Turów B01,"	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,235,Lignite,,,,50.94818,14.91255
Turów B02,"	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,235,Lignite,,,,50.94818,14.91255
Turów B03,"	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,235,Lignite,,,,50.94818,14.91255
Turów B04,"	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,261,Lignite,,,,50.94818,14.91255
Turów B05,"	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,261,Lignite,,,,50.94818,14.91255
Turów B06,"	PGE Górnictwo i Energetyka Konwencjonalna S.A.",,,,PL,261,Lignite,,,,50.94818,14.91255
Żarnowiec H1,PGE Energia Odnawialna S.A.,,,,PL,179,Hydro,Pumped storage,,,54.74201,18.08924
Żarnowiec H2,PGE Energia Odnawialna S.A.,,,,PL,179,Hydro,Pumped storage,,,54.74201,18.08924
Żarnowiec H3,PGE Energia Odnawialna S.A.,,,,PL,179,Hydro,Pumped storage,,,54.74201,18.08924
Żarnowiec H4,PGE Energia Odnawialna S.A.,,,,PL,179,Hydro,Pumped storage,,,54.74201,18.08924
Żydowo H1,ENERGA Wytwarzanie S.A.,,,,PL,55,Hydro,Pumped storage,,,54.02601,16.71386
Żydowo H2,ENERGA Wytwarzanie S.A.,,,,PL,55,Hydro,Pumped storage,,,54.02601,16.71386
Żydowo H3,ENERGA Wytwarzanie S.A.,,,,PL,57,Hydro,Pumped storage,,,54.02601,16.71386
Dalešice G1,,,,,CZ,120,Hydro,Pumped storage,,,49.12446,16.1242
Dalešice G2,,,,,CZ,120,Hydro,Pumped storage,,,49.12446,16.1242
Dalešice G3,,,,,CZ,120,Hydro,Pumped storage,,,49.12446,16.1242
Dalešice G4,,,,,CZ,120,Hydro,Pumped storage,,,49.12446,16.1242
Dlouhé Stráně G1,,,,,CZ,325,Hydro,Pumped storage,,,50.08542,17.17945
Dlouhé Stráně G2,,,,,CZ,325,Hydro,Pumped storage,,,50.08542,17.17945
Dukovany B4,,,,,CZ,500,Nuclear,Steam turbine,,,49.08495,16.15006
Dětmarovice G3,,,,,CZ,180,Other or unspecified energy sources,Steam turbine,,,49.90543,18.466
Dětmarovice G4,,,,,CZ,180,Other or unspecified energy sources,Steam turbine,,,49.90543,18.466
Mělník 3 G11,,,,,CZ,450,Other or unspecified energy sources,Steam turbine,,,50.41435,14.41523
Prunéřov 1 G3,,,,,CZ,105,Other or unspecified energy sources,Steam turbine,,,50.41879,13.26039
Prunéřov 1 G5,,,,,CZ,105,Other or unspecified energy sources,Steam turbine,,,50.41879,13.26039
Prunéřov 1 G6,,,,,CZ,105,Other or unspecified energy sources,Steam turbine,,,50.41879,13.26039
Temelín G1,,,,,CZ,1081,Nuclear,Steam turbine,,,49.18109,14.38641
Temelín G2,,,,,CZ,1079,Nuclear,Steam turbine,,,49.18109,14.38641
Tušimice 2 G21,,,,,CZ,185,Other or unspecified energy sources,Steam turbine,,,50.3824,13.34085
Tušimice 2 G22,,,,,CZ,200,Other or unspecified energy sources,Steam turbine,,,50.3824,13.34085
Tušimice 2 G23,,,,,CZ,200,Other or unspecified energy sources,Steam turbine,,,50.3824,13.34085
Tušimice 2 G24,,,,,CZ,200,Other or unspecified energy sources,Steam turbine,,,50.3824,13.34085
"Zwingen, Obermatt",,,,Zwingen,CH,0.38,Hydro,Run-of-river,,2005,47.43649446,7.523992778
Sedrun 1,,,,Sedrun,CH,150,Hydro,Reservoir,,2011,46.67004965,8.768603537
Brigels-Tavanasa,,,,Tavanasa,CH,12.5,Hydro,Run-of-river,,1960,46.75806217,9.071746229
Ilanz 1 (Stufe Tavanasa),,,,Ilanz,CH,34.5,Hydro,Run-of-river,,1990,46.77476376,9.195225579
Ilanz 2 (Stufe Panix (Pigniu)),,,,Ilanz,CH,49.5,Hydro,Reservoir,,1992,46.77476376,9.195225579
Seekraftwerk Zervreila,,,,"Vals, Staumauer Zervreila",CH,22,Hydro,Reservoir,,1999,46.57894959,9.119315564
Ferrera 1,,,,Ausserferrera,CH,180,Hydro,Pumped storage,,2017,46.53291776,9.434193385
Ferrera 2,,,,Ausserferrera,CH,4.4,Hydro,Run-of-river,,2017,46.53291776,9.434193385
Tiefencastel Ost,,,,Tiefencastel,CH,52,Hydro,Reservoir,,1970,46.66440166,9.562703474
Tiefencastel West,,,,Tiefencastel,CH,26,Hydro,Run-of-river,,1949,46.66440166,9.562703474
Sils (EWZ),,,,Sils im Domleschg,CH,26,Hydro,Run-of-river,,1996,46.70408174,9.464068527
Molinis-Lüen,,,,"Lüen, Tewald",CH,7.2,Hydro,Run-of-river,,1990,46.82844281,9.606149925
Plessurwerk,,,,"Chur, Sand",CH,9.4,Hydro,Run-of-river,,2011,46.84043063,9.542505418
Rabiusawerk,,,,"Chur, Sand",CH,0.71,Hydro,Run-of-river,,2012,46.84043063,9.542505418
Mapragg,,,,Vadura,CH,279.9,Hydro,Pumped storage,,1977,46.9484408,9.48129888
Sarelli,,,,Bad Ragaz,CH,90,Hydro,Reservoir,,1978,46.97709803,9.538658855
Ragaz,,,,Ragaz,CH,0.7,Hydro,Run-of-river,,1956,47.00009483,9.501152888
Grossbach,,,,"Wangs, Gaschiels",CH,0.7,Hydro,Run-of-river,,1993,47.02580511,9.441610966
Buchs-Tobeläckerli,,,,"Buchs, Steig - Aspenhölzli",CH,0.69,Hydro,Run-of-river,,2013,47.15623169,9.464565489
Engeweiher,,,,Schaffhausen,CH,5,Hydro,Pumped storage with natural inflow,,1993,47.69348408,8.630435553
Mülau,,,,Mülau bei Bazenheid Kirchberg,CH,1.37,Hydro,Run-of-river,,2010,47.41087234,9.078116171
Thur,,,,Bürglen,CH,0.7,Hydro,Run-of-river,,1976,47.55027583,9.142744634
Freienstein,,,,Freienstein,CH,0.6,Hydro,Run-of-river,,2004,47.52869236,8.587030917
Rheinfelden,,,,Rheinfelden,CH,100,Hydro,Run-of-river,,2010,47.56885316,7.812975727
Büttenen 2,,,,Grellingen,CH,0.5,Hydro,Run-of-river,,2000,47.44280863,7.593472467
Büttenen 1,,,,Grellingen,CH,0.55,Hydro,Run-of-river,,1999,47.44280863,7.593472467
Grimsel 2,,,,"Grimsel, Chessituren",CH,388,Hydro,Pumped storage with natural inflow,,1981,46.56807207,8.319326517
Grimsel 1-Oberaarsee,,,,"Grimsel, Sommerloch u.Hospiz",CH,33.6,Hydro,Reservoir,,2006,46.57533808,8.333534074
Grimsel 1-Grimselsee,,,,"Grimsel, Sommerloch, u.Hospiz",CH,32.2,Hydro,Reservoir,,2007,46.57533808,8.333534074
Handeck 3 - Isogyre,,,,Handegg,CH,55.1,Hydro,Pumped storage,,1976,46.61569573,8.303130056
Gental,,,,"Underi-Furen, Innertkirchen",CH,9.6,Hydro,Reservoir,,1961,46.72719109,8.333697249
Gental,,,,"Underi-Furen, Innertkirchen",CH,0,Hydro,Reservoir,,1961,46.72719109,8.333697249
Hopflauenen-Trift,,,,Hopflauenen,CH,81.6,Hydro,Reservoir,,1974,46.71511341,8.277516982
Hopflauenen-Leimboden,,,,Hopflauenen,CH,5.4,Hydro,Run-of-river,,1967,46.71511341,8.277516982
Innertkirchen 2,,,,Innertkirchen,CH,54.8,Hydro,Reservoir,,1974,46.70855348,8.226019489
Meiringen 2,,,,"Meiringen, Haselholz",CH,1.65,Hydro,Run-of-river,,1950,46.73178175,8.196659225
Meiringen 1,,,,Meiringen,CH,1,Hydro,Run-of-river,,1946,46.72875375,8.192037807
Schattenhalb 1+,,,,Schattenhalb,CH,2.3,Hydro,Run-of-river,,2017,,
Kandersteg (Zilfuri),,,,"Kandersteg, Zilfuri",CH,1.09,Hydro,Run-of-river,,1958,46.49563349,7.691598934
Spiez,,,,Längmad am Thunersee,CH,18.66,Hydro,Run-of-river,,1986,46.69665104,7.664951472
Klusi,,,,Erlenbach,CH,1.3,Hydro,Reservoir,,1996,46.66389853,7.548263684
AAREwerk 94 Thun,,,,Thun,CH,2.83,Hydro,Run-of-river,,1994,46.76167791,7.620324828
Blumenstein,,,,Blumenstein,CH,0.64,Hydro,Run-of-river,,1990,46.72770452,7.513333354
Am.de dotation d'Hauterive 1,,,,Rossens,CH,0.7,Hydro,Run-of-river,,1976,46.71790369,7.112438005
Niederried,,,,"Niederried, Radelfingen",CH,15,Hydro,Run-of-river,,1992,47.00317218,7.241135671
Aarberg,,,,Aarberg,CH,15.2,Hydro,Run-of-river,,1994,47.0378524,7.271927211
Kallnach,,,,Kallnach,CH,8.3,Hydro,Run-of-river,,1980,47.02149902,7.22817749
Hagneck 1,,,,Hagneck,CH,2.91,Hydro,Run-of-river,,2016,,
Wynau I,,,,Oberwynau,CH,12,Hydro,Run-of-river,,1996,47.25566565,7.786740416
Wynau II,,,,Schwarzhäusern,CH,8.2,Hydro,Run-of-river,,1979,47.25683891,7.785426897
Ruppoldingen,,,,Boningen,CH,23,Hydro,Run-of-river,,2000,47.31229156,7.877702174
Rupperswil-Auenstein,,,,Auenstein,CH,40,Hydro,Run-of-river,,1993,47.41179666,8.11477179
Niederlenz,,,,Niederlenz,CH,0.4,Hydro,Run-of-river,,1943,47.39918853,8.176211468
Klingnau,,,,"Klingnau, Gippingen",CH,42.6,Hydro,Run-of-river,,1935,47.5945791,8.225727733
Göschenen (Göscheneralp),,,,Göschenen,CH,164.8,Hydro,Reservoir,,1962,46.66736286,8.585314102
Göschenen (Andermatt),,,,Göschenen,CH,33.26,Hydro,Run-of-river,,1961,46.66736286,8.585314102
Amsteg,,,,Amsteg,CH,120,Hydro,Run-of-river,,1998,46.76675965,8.672923364
Bocki 2,,,,"Erstfeld, Ripshusen",CH,7,Hydro,Run-of-river,,1997,46.84096379,8.63214556
Bocki 1,,,,"Erstfeld, Ripshusen",CH,1.7,Hydro,Run-of-river,,1997,46.84096379,8.63214556
Bürglen (Unterschächen),,,,Bürglen,CH,20.8,Hydro,Run-of-river,,1967,46.87652924,8.663371668
Bürglen (Loreto),,,,Bürglen,CH,1.5,Hydro,Run-of-river,,1967,46.87652924,8.663371668
Isenthal (Bolzbach),,,,Seedorf,CH,12,Hydro,Run-of-river,,2009,46.89920756,8.593407132
Ruosalp,,,,"Bisisthal, Sahli",CH,4.7,Hydro,Run-of-river,,1962,46.91761881,8.845498864
Glattalp,,,,"Bisisthal, Sahli",CH,9.3,Hydro,Run-of-river,,1970,46.91761881,8.845498864
Muota,,,,Muotathal,CH,8.8,Hydro,Run-of-river,,1960,46.97100515,8.782496692
Hüribach,,,,Muotathal,CH,4.7,Hydro,Run-of-river,,1960,46.97100515,8.782496692
Bannalp,,,,Oberrickenbach,CH,8.7,Hydro,Reservoir,,1991,46.88030374,8.421259962
Wolfenschiessen,,,,Wolfenschiessen,CH,6.6,Hydro,Run-of-river,,1983,46.90120257,8.396704376
Unteraa - Lungerersee,,,,Giswil,CH,54,Hydro,Reservoir,,1994,46.82143519,8.174462349
Melchsee-Frutt,,,,"Kerns, Stöckalp",CH,14,Hydro,Reservoir,,1960,46.79964631,8.281452614
Windisch,,,,Windisch,CH,2.09,Hydro,Run-of-river,,2016,47.48130981,8.230420791
Tierfehd (Limmern),,,,"Linthal, Tierfehd",CH,261,Hydro,Reservoir,,1964,46.87611534,8.987029349
Tierfehd (Hintersand),,,,"Linthal, Tierfehd",CH,42,Hydro,Run-of-river,,1968,46.87611534,8.987029349
Linthal,,,,Linthal,CH,34.4,Hydro,Reservoir,,1964,46.91551045,8.987901562
Fätschbach,,,,Linthal,CH,15,Hydro,Run-of-river,,1950,46.91551045,8.987901562
Haslen,,,,Haslen,CH,0.92,Hydro,Run-of-river,,2012,46.9838748,9.060341551
Sernf,,,,Schwanden,CH,15.7,Hydro,Run-of-river,,2003,46.9957287,9.087131055
Niederenbach,,,,Schwanden,CH,28.2,Hydro,Reservoir,,2004,46.9957287,9.087131055
Schwanden (Gemeinde),,,,Schwanden,CH,1.8,Hydro,Run-of-river,,2005,46.99564066,9.086996851
Mels (KW Stoffel),,,,"Mels, Steigs",CH,3.3,Hydro,Run-of-river,,1989,47.04326338,9.415542417
Mels (Halde),,,,Mels,CH,0.55,Hydro,Run-of-river,,2003,47.04454494,9.414273353
Flums (Pravizin 1 (Bruggwiti)),,,,Flums,CH,5.07,Hydro,Run-of-river,,1988,47.08655918,9.334543173
Flums (Pravizin 2 (Äuli)),,,,Flums,CH,0.7,Hydro,Run-of-river,,1943,47.08628941,9.334533626
Flums (Felsen),,,,Flums,CH,1.48,Hydro,Run-of-river,,1993,47.08808419,9.340261785
Rütiberg (Obersee),,,,Rütiberg / Näfels,CH,0.89,Hydro,Run-of-river,,2007,47.09360042,9.03731544
Rütiberg (Brändbach),,,,Rütiberg / Näfels,CH,0.85,Hydro,Run-of-river,,1977,47.09360042,9.03731544
Niederurnen,,,,Niederurnen,CH,2.22,Hydro,Run-of-river,,1980,47.12358202,9.042165024
Ziegelbrücke,,,,Ziegelbrücke,CH,0.58,Hydro,Run-of-river,,2011,47.13318748,9.062887359
Wägital (Rempen),,,,"Vorderthal, Rempen",CH,66.24,Hydro,Pumped storage,,2012,47.13837318,8.897577361
Etzelwerk,,,,Altendorf,CH,135,Hydro,Pumped storage,,1992,47.1941129,8.812915171
Aletsch,,,,Mörel,CH,35.3,Hydro,Run-of-river,,1965,46.35397488,8.042760235
Massaboden,,,,Bitsch,CH,7.2,Hydro,Run-of-river,,1959,46.33299753,8.011358473
Saas-Fee,,,,"Saas-Fee, Wichulti",CH,1.55,Hydro,Run-of-river,,1960,46.11628114,7.936906672
Riedji,,,,"Stalden, Riedji",CH,0.59,Hydro,Run-of-river,,1929,46.23935966,7.890063308
Lötschen,,,,Steg-Hohtenn,CH,122,Hydro,Run-of-river,,2008,46.31972855,7.744274904
Illsee,,,,Oberems,CH,8.2,Hydro,Pumped storage,,1942,46.28325198,7.688797733
Turtmann,,,,"Turtmann, Müllacheren",CH,23.9,Hydro,Reservoir,,1954,46.29540226,7.685998364
Mottec,,,,"Ayer, Mottec",CH,71,Hydro,Pumped storage,,1958,46.15303624,7.619988428
Vissoie,,,,"Ayer, Vissoie",CH,50,Hydro,Reservoir,,1958,46.20993765,7.585969834
Navisence,,,,Chippis,CH,52,Hydro,Reservoir,,2014,46.28131729,7.546331033
Balavaud,,,,Balavaud / Ardon,CH,0.48,Hydro,Run-of-river,,1971,46.22094907,7.256688856
Grande Dixence,,,,Stafel,CH,0,Hydro,Reservoir,,1961,46.18297908,7.251506521
Grande Dixence,,,,Z'Mutt,CH,0,Hydro,Reservoir,,1965,46.18297908,7.251506521
Grande Dixence,,,,Ferpècle,CH,0,Hydro,Reservoir,,1964,46.18297908,7.251506521
Grande Dixence,,,,Arolla,CH,0,Hydro,Reservoir,,1963,46.18297908,7.251506521
Grande Dixence,,,,Fionnay,CH,306,Hydro,Reservoir,,1957,46.18297908,7.251506521
Grande Dixence,,,,Riddes,CH,392,Hydro,Reservoir,,1960,46.18297908,7.251506521
Niollet 1,,,,"Le Niollet, Champex",CH,0.32,Hydro,Run-of-river,,2004,46.02193593,7.121384412
Orsières,,,,Orsières,CH,26.4,Hydro,Run-of-river,,1958,46.02109359,7.142307646
Pont-Neuf,,,,Martigny-Combe,CH,0.93,Hydro,Run-of-river,,1981,46.07318487,7.055427017
Trient,,,,Le Châtelard,CH,1,Hydro,Run-of-river,,1995,46.05833724,6.960300386
Châtelard-Barberine,,,,Le Châtelard,CH,112,Hydro,Pumped storage,,1977,46.06201817,6.95858815
Emosson,,,,Vallorcine,CH,260.5,Hydro,Reservoir,,1978,46.05082217,6.948997011
Emosson,,,,Vallorcine,CH,0,Hydro,Reservoir,,1978,46.05082217,6.948997011
Vernayaz (CFF),,,,Vernayaz,CH,92,Hydro,Reservoir,,1990,46.13320779,7.03598337
Salanfe,,,,"Vernayaz, Miéville",CH,70,Hydro,Reservoir,,2012,46.14640585,7.028896763
Lavey,,,,Lavey,CH,90,Hydro,Run-of-river,,1990,46.21444422,7.012962705
Sublin 1,,,,Bex,CH,8,Hydro,Run-of-river,,1993,46.26509974,7.040192582
Sublin 2,,,,Bex,CH,2.61,Hydro,Run-of-river,,2013,46.26509974,7.040192582
Champéry Etrivouez,,,,"Etrivouez, Grand Paradis",CH,0.97,Hydro,Run-of-river,,1990,46.16176273,6.859187667
Monthey (Vièze),,,,Monthey,CH,13.6,Hydro,Run-of-river,,1999,46.24926021,6.947207053
Monthey (Tine),,,,"Monthey, Les Nants",CH,9.8,Hydro,Run-of-river,,1994,46.24926021,6.947207053
Diablerets,,,,"Les Diablerets, Le Plan",CH,5.4,Hydro,Reservoir,,1957,46.35306411,7.154650449
Hongrin-Léman,,,,"Veytaux, Chillon",CH,420,Hydro,Pumped storage,,2016,,
La Rançonnière,,,,"Les Brenets, La Rançonnière",CH,1.6,Hydro,Run-of-river,,1984,47.05296299,6.71594515
La Goule,,,,Le Noirmont,CH,5.6,Hydro,Run-of-river,,1958,47.22870019,6.928538356
Calcaccia,,,,"Airolo, Launc",CH,3.6,Hydro,Run-of-river,,1988,46.51949212,8.634575493
Ritom,,,,Piotta,CH,44,Hydro,Reservoir,,1958,46.51725677,8.675317564
Spina (Isola),,,,"Mesocco, Spina",CH,20.9,Hydro,Reservoir,,1962,46.43113436,9.206999104
Spina (Valbella),,,,"Mesocco, Spina",CH,4.2,Hydro,Run-of-river,,1963,46.43113436,9.206999104
Sambuco-Peccia,,,,Piano di Peccia,CH,54,Hydro,Pumped storage,,1955,46.41564187,8.61147407
Robiei,,,,Robiei,CH,192,Hydro,Pumped storage,,2016,46.44499479,8.508901501
Bavona,,,,San Carlo,CH,140,Hydro,Reservoir,,1966,46.41035376,8.537612845
Valmara,,,,Maroggia,CH,0.95,Hydro,Run-of-river,,1999,45.93944539,8.977679677
Cavaglia,,,,"Poschiavo, Cavaglia",CH,7,Hydro,Reservoir,,2016,46.36809688,10.03630585
Albignawerk Löbbia,,,,Casaccia,CH,86,Hydro,Reservoir,,2004,46.37495221,9.658900883
Fornowerk Löbbia,,,,Casaccia,CH,9,Hydro,Run-of-river,,1960,46.37495221,9.658900883
Albignawerk Löbbia,,,,Casaccia,CH,0,Hydro,Reservoir,,1967,46.37495221,9.658900883
Ova Spin,,,,Zernez,CH,54,Hydro,Pumped storage,,1970,46.67825853,10.14447535
Sedrun 2,,,,Sedrun,CH,0.75,Hydro,Run-of-river,,1968,46.67004965,8.768603537
Trun,,,,Trun,CH,0.6,Hydro,Run-of-river,,2005,46.74350502,8.986493632
Dardin (Casut),,,,"Dardin, Casut",CH,0.4,Hydro,Run-of-river,,2008,46.75738163,9.049993378
Punt Gronda (Segnas),,,,Flims,CH,2.62,Hydro,Run-of-river,,2012,46.83845165,9.265093353
Punt Gronda (Platt Alva),,,,Flims,CH,0.64,Hydro,Run-of-river,,2012,46.83845165,9.265093353
Punt Gronda (Tarschlims),,,,Flims,CH,0.3,Hydro,Run-of-river,,2013,46.83845165,9.265093353
"Flims, Felsbach (Karstwasser)",,,,Flims,CH,0.88,Hydro,Run-of-river,,2011,46.83409051,9.317652494
"Flims, Felsbach (Bergwasser)",,,,Flims,CH,0.28,Hydro,Run-of-river,,2011,46.83409051,9.317652494
Stauanlage Sufers Dotieranlage,,,,Sufers,CH,0.71,Hydro,Run-of-river,,2010,,
KW Sagenbach,,,,"Lüen, Tewald",CH,3.55,Hydro,Run-of-river,,2013,46.82844281,9.606149925
Buchs-Vorderberg,,,,"Buchs, Waldrand",CH,0.98,Hydro,Run-of-river,,1987,47.14900223,9.445827051
Morgental (Abwasser),,,,Steinach,CH,1.2,Hydro,Run-of-river,,2014,47.50056662,9.427904324
EW Zürchersmühle,,,,Urnäsch,CH,0.36,Hydro,Run-of-river,,1987,47.33180022,9.291783396
"Schlossmühle, Frauenfeld",,,,"Frauenfeld, Schlossmühlestr.",CH,0.31,Hydro,Run-of-river,,2012,47.55388729,8.897962994
Saxettal-Geissbrunnen,,,,Saxeten,CH,0.48,Hydro,Run-of-river,,1999,46.62837814,7.829977571
Saxettal-Kammri,,,,Wilderswil,CH,0.8,Hydro,Run-of-river,,1998,46.65762105,7.853444546
Hagneck 2,,,,Hagneck,CH,20.96,Hydro,Run-of-river,,2015,47.05962457,7.178008446
St.Sulpice,,,,St.Sulpice,CH,3.9,Hydro,Run-of-river,,1988,46.91062136,6.557451413
Rupperswil-Auenstein,,,,Rupperswil,CH,1.74,Hydro,Run-of-river,,2010,47.41179666,8.11477179
Bannwald,,,,Altdorf,CH,0.3,Hydro,Run-of-river,,2002,46.88682824,8.642348528
Seedorf (Trinkw. Chuchibachq.),,,,Seedorf,CH,0.38,Hydro,Run-of-river,,2012,46.89920756,8.593407132
Unteraa - Melchaa,,,,Giswil,CH,12,Hydro,Reservoir,,2013,46.82143519,8.174462349
Stollen,,,,Kriens/Obernau,CH,0.71,Hydro,Run-of-river,,1999,47.03376162,8.237237617
Limmern,,,,"Linthal, Ochsenstafel",CH,1000,Hydro,Pumped storage,,2016,,
